psraid,sample,state,cregion,usr,eminuse,intmob,pialql1,smart1,act62,act102,act121,act131,act132,act133,act134,pial1a,pial1b,vid01a,vid01b,vid01c,vid01d,vid01e,vid01f,vid01g,vid01h,vid01i,vid01j,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial4a,pial4b,pial5,pial6,cell1a,cell1b,cell1c,cell1d,cell2,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
200105,2,12,3,R,1,1, ,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,1,2,1,2,2,1,50,5,2,1,1,6.06896551724138,1.8124945774965
200107,2,48,3,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,54,3,1,1,3,8.03448275862069,2.39949566225388
200115,2,5,3,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,69,3,2,1,1,2.55172413793103,.762071583720117
200118,2,48,3,U,1,1, ,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2, , , , , , , , , , , ,1,2,1,2,1,3,2,1,29,7,1,4,5,6.03448275862069,1.80219631285163
200119,2,18,2,S,1,2, ,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,2,2,2,2,3,1,2,39,8,2,1,99,3.06896551724138,.916545553393114
200143,2,12,3,S,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,1,19,3,2,1,2,3.41379310344828,1.01952819984178
200149,2,51,3,U,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,58,1,2,1,6,7.17241379310345,2.14203904613222
200154,2,39,2,R,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,56,4,2,1,7,4.27586206896552,1.27698481596344
200158,2,29,2,S,1,1, ,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,20,5,2,2,6,3.03448275862069,.906247288748248
200163,2,26,2,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,74,1,2,4,1,4.3448275862069,1.29758134525317
200165,2,18,2,U,1,2, ,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,1,3,2,2,62,3,2,1,3,4.24137931034483,1.26668655131857
200167,2,29,2,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2,2,2,3,2,1,53,1,2,1,1,5.13793103448276,1.5344414320851
200180,2,48,3,R,1,1, ,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,57,8,2,1,99,2.03448275862069,.60759761404712
200189,2,22,3,R,1,1, ,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,3,1,2,28,4,2,1,7,4.03448275862069,1.20489696344937
200193,2,51,3,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,79,1,2,1,1,2.72413793103448,.81356290694445
200199,2,29,2,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,1,1,63,4,2,2,3,5.55172413793104,1.6580206078235
200213,2,20,2,R,1,1, ,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , , ,2,2,1,2,1,1,2,1,23,4,2,2,2,3.41379310344828,1.01952819984178
200226,2,17,2,S,1,1, ,8,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,99,8,2,9,6,1.20689655172414,.360439262570326
200235,2,34,1,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,1,3,2,2,76,3,2,1,2,1.24137931034483,.370737527215192
200238,2,48,3,U,1,1, ,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,1,1,26,5,2,1,6,5.41379310344828,1.61682754924403
200240,2,18,2,R,1,1, ,8,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,2,1,2,1,1,1,2,31,5,2,1,6,7.27586206896552,2.17293384006682
200241,2,48,3,U,1,1, ,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,62,6,2,1,7,2.55172413793103,.762071583720117
200249,2,8,4,S,1,1, ,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,32,6,9,9,8,1.62068965517241,.484018438308723
200250,2,33,1,S,1,1, ,1,2,1,8,1,2,1,2,1,8,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,8,2,2,2,1,19,4,2,1,3,5.72413793103448,1.70951193104783
200253,2,20,2,U,1,1, ,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2, , , , , , , , , , , ,1,2,1,2,2,2,2,1,20,3,2,1,3,3.79310344827586,1.13280911093531
200255,2,37,3,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,3,2,1,47,2,2,1,2,6.72413793103448,2.00816160574896
200259,2,37,3,R,1,1, ,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2, , , , , , , , , , , ,1,2,2,2,2,1,2,1,30,8,2,1,6,2.89655172413793,.865054230168782
200264,2,48,3,S,1,1, ,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,65,3,2,1,9,2.6551724137931,.792966377654717
200274,2,34,1,S,1,1, ,2,2,1,1,2,2,2,8,1,2,2,1,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,2,1,2,52,3,2,1,7,4.06896551724138,1.21519522809424
200283,2,5,3,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,26,3,2,1,5,4.89655172413793,1.46235357957104
200288,2,51,3,U,1,1, ,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,52,3,2,2,99,7.3448275862069,2.19353036935655
200292,2,30,4,S,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,66,3,2,1,2,3,.895949024103381
200301,2,12,3,S,1,1, ,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,63,6,2,1,5,4.58620689655173,1.36966919776724
200302,2,1,3,S,1,2, ,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,34,5,2,2,4,4.13793103448276,1.23579175738397
200311,2,13,3,S,1,1, ,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,29,8,2,1,6,3.10344827586207,.926843818037981
200313,2,39,2,S,1,1, ,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,45,3,2,1,1,5.55172413793104,1.6580206078235
200316,2,27,2,U,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,66,8,2,1,6,2.96551724137931,.885650759458515
200325,2,17,2,S,1,1, ,1,2,2,1,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,1,2,1,2,2,41,6,2,1,8,7.10344827586207,2.12144251684249
200327,2,24,3,S,1,1, ,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,2,2,1,1,2,2,35,8,2,2,9,3.93103448275862,1.17400216951478
200331,2,1,3,U,1,1, ,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,1,2,32,3,2,4,1,7.17241379310345,2.14203904613222
200336,2,1,3,R,1,1, ,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,40,3,2,1,4,5.93103448275862,1.77130151891703
200337,2,8,4,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,99,6,1,1,9,2,.597299349402254
200339,2,39,2,S,1,1, ,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,24,6,2,3,2,2.03448275862069,.60759761404712
200347,2,20,2,S,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,62,7,2,1,6,1.68965517241379,.504614967598456
200350,2,20,2,R,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,29,8,2,1,9,5.37931034482759,1.60652928459917
200351,2,6,4,U,1,2, ,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,66,7,2,1,5,2.37931034482759,.710580260495785
200352,2,6,4,U,1,1, ,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2, , , , , , , ,1,2,2,2,1,2,2,2,2,1,1,2,50,4,1,6,8,8.03448275862069,2.39949566225388
200357,2,36,1,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,58,5,2,1,2,1,.298649674701127
200363,2,12,3,S,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,81,9,2,1,99,3.37931034482759,1.00922993519691
200366,2,29,2,R,1,1, ,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2, , , , , , , , , , , ,2,2,1,2,2,1,2,1,45,3,2,1,1,5.13793103448276,1.5344414320851
200367,2,49,4,S,1,2, ,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,60,4,2,1,4,3.93103448275862,1.17400216951478
200381,2,9,1,S,1,1, ,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,35,3,1,1,6,8.03448275862069,2.39949566225388
200390,2,12,3,R,1,1, ,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2, , , , , , , ,1,2,2,1,1,1,1,2,1,1,1,2,42,3,2,1,2,5.93103448275862,1.77130151891703
200392,2,30,4,R,1,1, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,1,3,2,2,64,5,2,1,8,3.62068965517241,1.08131778771098
200398,2,17,2,U,1,1, ,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2, , , , , , , , , , , ,2,1,2,1,2,3,2,2,50,6,2,2,6,3.27586206896552,.978335141262313
200405,2,1,3,U,1,1, ,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,1,1,40,6,2,1,7,4.37931034482759,1.30787960989804
200411,2,6,4,S,1,1, ,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,18,4,2,3,99,8.03448275862069,2.39949566225388
200415,2,24,3,U,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,44,1,2,2,99,8.03448275862069,2.39949566225388
200418,2,5,3,R,2,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,1,2,50,3,2,2,1,3.68965517241379,1.10191431700071
200422,2,17,2,S,1,1, ,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2, , , , , , , ,1,2,2,2,1,2,1,2,1,1,2,2,32,6,2,1,4,5.44827586206897,1.6271258138889
200428,2,18,2,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,78,3,2,1,3,1,.298649674701127
200438,2,1,3,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,37,3,2,1,7,6.31034482758621,1.88458243001056
200441,2,6,4,S,1,2, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,2,1,51,3,2,1,1,4.17241379310345,1.24609002202884
200453,2,6,4,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,59,3,1,1,4,5.62068965517241,1.67861713711323
200455,2,12,3,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,64,3,1,1,1,1.72413793103448,.514913232243323
200472,2,33,1,R,1,2, ,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,64,5,2,1,99,1.48275862068966,.442825379729257
200481,2,53,4,R,1,1, ,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2, , , , , , , ,1,2,2,2,1,2,1,8,1,3,2,2,60,3,2,1,7,2.3448275862069,.700281995850919
200485,2,48,3,S,1,1, ,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,40,8,2,3,8,5.82758620689655,1.74040672498243
200495,2,36,1,S,1,1, ,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2, , , , , , , , , , , ,1,2,1,1,1,1,2,1,24,3,1,9,8,4.62068965517241,1.3799674624121
200499,2,4,4,U,1,1, ,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2, , , , , , , ,2,1,2,2,1,1,1,2,2,2,2,2,50,5,2,1,5,3.3448275862069,.998931670552046
200501,2,8,4,U,1,1, ,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2, , , , , , , ,1,2,2,2,1,1,1,2,1,2,2,2,29,5,2,1,2,8.03448275862069,2.39949566225388
200504,2,22,3,S,1,2, ,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,1,3,2,2,54,6,2,2,4,2.31034482758621,.689983731206052
200506,2,8,4,R,1,2, ,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,53,5,2,1,7,4,1.19459869880451
200512,2,49,4,S,1,1, ,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2, , , , , , , , , , , ,1,2,1,2,1,1,2,2,28,8,2,1,6,8.03448275862069,2.39949566225388
200522,2,53,4,U,1,1, ,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2, , , , , , , , , , , ,1,2,2,1,2,3,2,1,70,5,2,5,5,1.10344827586207,.329544468635726
200531,2,39,2,R,1,2, ,2,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,1,2,9,2,1,75,3,2,1,6,1.51724137931035,.453123644374124
200534,2,27,2,U,1,1, ,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,1,33,3,2,1,6,8.03448275862069,2.39949566225388
200540,2,24,3,S,1,1, ,8,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,1,2,3,2,1,70,4,2,1,7,1.75862068965517,.525211496888189
200543,2,6,4,U,1,1, ,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2, , , , , , , , , , , ,1,2,1,2,1,1,2,1,24,5,1,6,4,8.03448275862069,2.39949566225388
200544,2,47,3,S,1,1, ,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,33,6,2,1,7,1.62068965517241,.484018438308723
200561,2,1,3,S,1,1, ,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,41,8,2,1,8,3.06896551724138,.916545553393114
200570,2,21,3,U,1,1, ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2, , , , , , , ,1,2,2,2,1,1,1,2,1,1,1,1,42,8,2,1,8,2.48275862068966,.741475054430384
200576,2,55,2,R,1,2, ,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,64,3,2,1,6,2.44827586206897,.731176789785518
200577,2,12,3,S,1,2, ,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,57,4,2,1,8,3.17241379310345,.947440347327713
200580,2,6,4,S,1,1, ,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2, , , , , , , , , , , ,1,2,1,2,2,1,1,2,25,2,1,6,3,8.03448275862069,2.39949566225388
200585,2,42,1,U,1,1, ,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2, , , , , , , , , , , ,2,2,1,2,2,3,2,2,61,3,2,2,2,4.31034482758621,1.28728308060831
200594,2,6,4,U,1,1, ,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2, , , , , , , ,2,2,2,2,2,2,2,2,2,3,1,1,40,6,2,1,7,2.89655172413793,.865054230168782
200599,2,36,1,U,1,1, ,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2, , , , , , , ,1,1,2,2,1,2,1,2,1,2,2,1,23,7,2,6,99,3.27586206896552,.978335141262313
200610,2,40,3,U,1,1, ,8,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,9,3,1,2,99,6,2,1,3,2.10344827586207,.628194143336853
200616,2,6,4,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,1,1,3,2,1,62,5,2,1,4,3.44827586206897,1.02982646448665
200618,2,6,4,S,1,2, ,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2, , , , , , , ,2,2,2,1,2,2,2,2,2,2,2,2,25,6,2,3,99,8.03448275862069,2.39949566225388
200619,2,48,3,U,1,1, ,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2, , , , , , , , , , , ,2,2,1,2,1,1,2,1,33,8,2,1,7,4.48275862068966,1.33877440383264
200630,2,53,4,R,1,1, ,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,9,2, , , , , , , ,1,2,2,2,1,2,1,2,2,2,2,1,23,6,2,1,8,1.75862068965517,.525211496888189
200638,2,17,2,R,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,49,4,2,1,2,5.03448275862069,1.5035466381505
200641,2,6,4,S,1,1, ,2,2,1,1,2,8,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,63,4,2,1,3,2.51724137931034,.751773319075251
200645,2,6,4,S,1,2, ,1,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,1,2,2,3,2,1,62,4,2,1,5,1.82758620689655,.545808026177922
200646,2,22,3,S,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,56,3,2,2,6,3.82758620689655,1.14310737558018
200652,2,40,3,S,1,1, ,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,1,1,1,2,47,8,2,1,8,4.37931034482759,1.30787960989804
200669,2,6,4,U,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,18,4,2,4,4,3.37931034482759,1.00922993519691
200671,2,19,2,R,2,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,2,62,3,2,1,2,3.55172413793104,1.06072125842124
200685,2,6,4,S,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,22,4,2,1,7,3.3448275862069,.998931670552046
200689,2,6,4,S,1,2, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,2,2,2,1,2,39,4,1,6,5,8.03448275862069,2.39949566225388
200709,2,48,3,R,1,2, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,25,4,2,2,2,3.37931034482759,1.00922993519691
200711,2,27,2,S,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,78,3,2,1,3,1,.298649674701127
200712,2,47,3,S,1,1, ,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2, , , , , , , , , , , ,1,2,1,2,2,1,2,2,61,4,2,1,99,1.75862068965517,.525211496888189
200717,2,48,3,S,2,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,1,3,2,1,25,2,2,2,4,7.06896551724138,2.11114425219762
200718,2,55,2,S,1,1, ,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2, , , , , , , , , , , ,1,1,1,2,2,1,2,1,26,3,2,1,3,4.93103448275862,1.4726518442159
200719,2,27,2,S,1,1, ,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2, , , , , , , ,2,2,2,2,2,2,1,2,1,3,2,2,51,5,2,1,7,2.86206896551724,.854755965523915
200726,2,28,3,R,1,1, ,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,21,2,2,1,3,4.96551724137931,1.48295010886077
200728,2,1,3,U,1,1, ,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,1,2,1,1,1,1,47,6,2,2,8,2.03448275862069,.60759761404712
200736,2,17,2,S,1,1, ,1,2,2,1,2,2,1,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,1,2,3,2,1,62,2,2,1,9,4.96551724137931,1.48295010886077
200739,2,19,2,S,1,1, ,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2, , , , , , , , , , , ,1,2,2,2,1,1,1,1,30,3,2,1,3,4.96551724137931,1.48295010886077
200746,2,21,3,R,1,1, ,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,45,6,2,1,5,4.03448275862069,1.20489696344937
200748,2,40,3,R,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,58,3,2,1,5,4.55172413793104,1.35937093312237
200760,2,22,3,S,1,1, ,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,46,8,2,1,7,2.31034482758621,.689983731206052
200775,2,48,3,R,1,1, ,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,67,4,2,1,4,1.41379310344828,.422228850439524
200784,2,6,4,S,1,1, ,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2, , , , , , , , , , , ,2,2,2,2,2,3,2,1,20,5,2,2,7,2.75862068965517,.823861171589316
200785,2,6,4,U,2,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,1,66,4,2,1,6,3.55172413793104,1.06072125842124
200805,2,32,4,S,1,1, ,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,3,2,2,63,4,2,5,2,2.58620689655172,.772369848364984
200814,2,6,4,S,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,49,6,2,1,99,7.13793103448276,2.13174078148736
200818,2,6,4,S,1,1, ,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,43,5,2,1,6,4.37931034482759,1.30787960989804
200826,2,53,4,S,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,3,2,1,64,6,2,1,3,1.62068965517241,.484018438308723
200829,2,8,4,S,1,1, ,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,2,1,2,9,2,2,1,20,3,1,1,99,5.41379310344828,1.61682754924403
200832,2,30,4,R,1,1, ,1,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,52,3,2,1,4,6,1.79189804820676
200834,2,35,4,S,1,1, ,8,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2,1,2,1,24,3,1,9,4,5.93103448275862,1.77130151891703
200837,2,48,3,S,1,1, ,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2, , , , , , , ,2,2,2,2,1,2,1,2,1,1,2,1,53,6,2,1,8,2.41379310344828,.720878525140651
200838,2,19,2,R,1,1, ,2,2,2,2,2,2,2,2, , , , , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,3,2,2,80,3,2,1,99,1,.298649674701127
